#curie_map:
#  icd10: https://icd.who.int/browse10/2019/en#/
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#mapping_set_id: leonmap_icd10_mesh_full_novel
#mapping_tool: leonmap
subject_id	subject_label	predicate_id	object_id	object_label	confidence	mapping_justification	mapping_tool	comment
icd10:K74.5	Biliary cirrhosis, unspecified	skos:closeMatch	mesh:C538544	Familial primary biliary cirrhosis	0.92344	semapv:SemanticSimilarity	leonmap	
icd10:K74.6	Other and unspecified cirrhosis of liver	skos:closeMatch	mesh:C566123	Cirrhosis, Familial	0.911909	semapv:SemanticSimilarity	leonmap	
icd10:K75.9	Inflammatory liver disease, unspecified	skos:closeMatch	mesh:D006505	Hepatitis	0.930615	semapv:SemanticSimilarity	leonmap	
icd10:K83	Other diseases of biliary tract	skos:closeMatch	mesh:D001660	Biliary Tract Diseases	0.911679	semapv:SemanticSimilarity	leonmap	
icd10:L10.9	Pemphigus, unspecified	skos:closeMatch	mesh:C536645	Pemphigus vulgaris, familial	0.925483	semapv:SemanticSimilarity	leonmap	
icd10:L11.1	Transient acantholytic dermatosis [Grover]	skos:closeMatch	mesh:C537306	Grover's disease	0.942485	semapv:SemanticSimilarity	leonmap	
icd10:L20.8	Other atopic dermatitis	skos:closeMatch	mesh:C566404	Dermatitis, Atopic, 1	0.917709	semapv:SemanticSimilarity	leonmap	
icd10:L43.9	Lichen planus, unspecified	skos:closeMatch	mesh:C563624	Lichen Planus, Familial	0.928851	semapv:SemanticSimilarity	leonmap	
icd10:L53.1	Erythema annulare centrifugum	skos:closeMatch	mesh:C562461	Annular Erythema	0.910967	semapv:SemanticSimilarity	leonmap	
icd10:L68.2	Localized hypertrichosis	skos:closeMatch	mesh:C565029	Facial Hypertrichosis	0.912557	semapv:SemanticSimilarity	leonmap	
icd10:L70.9	Acne, unspecified	skos:closeMatch	mesh:C565791	Acne, Adult	0.90181	semapv:SemanticSimilarity	leonmap	
icd10:L74.9	Eccrine sweat disorder, unspecified	skos:closeMatch	mesh:D013543	Sweat Gland Diseases	0.912377	semapv:SemanticSimilarity	leonmap	
icd10:L80-L99	Other disorders of the skin and subcutaneous tissue	skos:closeMatch	mesh:D012871	Skin Diseases	0.912463	semapv:SemanticSimilarity	leonmap	
icd10:L87.1	Reactive perforating collagenosis	skos:closeMatch	mesh:C565687	Collagenosis, Familial Reactive Perforating	0.961121	semapv:SemanticSimilarity	leonmap	
icd10:M08.4	Pauciarticular juvenile arthritis	skos:closeMatch	mesh:C536312	Juvenile pauciarticular chronic arthritis	0.930274	semapv:SemanticSimilarity	leonmap	
icd10:M11.1	Familial chondrocalcinosis	skos:closeMatch	mesh:C535938	Chondrocalcinosis 1	0.904559	semapv:SemanticSimilarity	leonmap	
icd10:M13.0	Polyarthritis, unspecified	skos:closeMatch	mesh:D001168	Arthritis	0.90246	semapv:SemanticSimilarity	leonmap	
icd10:M22.0	Recurrent dislocation of patella	skos:closeMatch	mesh:C566816	Patella, Familial Recurrent Dislocation Of	0.92765	semapv:SemanticSimilarity	leonmap	
icd10:M24.6	Ankylosis of joint	skos:closeMatch	mesh:D000844	Ankylosis	0.923252	semapv:SemanticSimilarity	leonmap	
icd10:M30.2	Juvenile polyarteritis	skos:closeMatch	mesh:C537014	Infantile polyarteritis	0.942715	semapv:SemanticSimilarity	leonmap	
icd10:M31.5	Giant cell arteritis with polymyalgia rheumatica	skos:closeMatch	mesh:C538533	Juvenile giant cell arteritis	0.914935	semapv:SemanticSimilarity	leonmap	
icd10:M32.0	Drug-induced systemic lupus erythematosus	skos:closeMatch	mesh:C000730515	drug-induced lupus	0.922222	semapv:SemanticSimilarity	leonmap	
icd10:M33.1	Other dermatomyositis	skos:closeMatch	mesh:C538250	Amyopathic dermatomyositis	0.917024	semapv:SemanticSimilarity	leonmap	
icd10:M35.7	Hypermobility syndrome	skos:closeMatch	mesh:C535884	Joint laxity, familial	0.907995	semapv:SemanticSimilarity	leonmap	
icd10:M46.8	Other specified inflammatory spondylopathies	skos:closeMatch	mesh:D013166	Spondylitis	0.908404	semapv:SemanticSimilarity	leonmap	
icd10:M51.8	Other specified intervertebral disc disorders	skos:closeMatch	mesh:C535531	Intervertebral disc disease	0.902129	semapv:SemanticSimilarity	leonmap	
icd10:M72.2	Plantar fascial fibromatosis	skos:closeMatch	mesh:C565084	Plantar Fibromatosis, Familial	0.933875	semapv:SemanticSimilarity	leonmap	
icd10:M77.8	Other enthesopathies, not elsewhere classified	skos:closeMatch	mesh:D000070676	Enthesopathy	0.932747	semapv:SemanticSimilarity	leonmap	
icd10:M85.2	Hyperostosis of skull	skos:closeMatch	mesh:C537963	Calvarial hyperostosis	0.914097	semapv:SemanticSimilarity	leonmap	
icd10:M86.9	Osteomyelitis, unspecified	skos:closeMatch	mesh:D010000	Osteitis	0.900703	semapv:SemanticSimilarity	leonmap	
icd10:M88.8	Paget disease of other bones	skos:closeMatch	mesh:C538098	Familial Paget's disease of bone	0.903037	semapv:SemanticSimilarity	leonmap	
icd10:N04.0	Nephrotic syndrome : minor glomerular abnormality	skos:closeMatch	mesh:C563805	Nephrotic Syndrome, Congenital, with or without Ocular Abnormalities	0.909752	semapv:SemanticSimilarity	leonmap	
icd10:N10	Acute tubulo-interstitial nephritis	skos:closeMatch	mesh:C564356	Acute Tubulointerstitial Nephritis	0.97639	semapv:SemanticSimilarity	leonmap	
icd10:N11	Chronic tubulo-interstitial nephritis	skos:closeMatch	mesh:C564016	Nephropathy, Chronic Tubulointerstitial	0.920246	semapv:SemanticSimilarity	leonmap	
icd10:N33	Bladder disorders in diseases classified elsewhere	skos:closeMatch	mesh:D001745	Urinary Bladder Diseases	0.903623	semapv:SemanticSimilarity	leonmap	
icd10:N34.1	Nonspecific urethritis	skos:closeMatch	mesh:D014526	Urethritis	0.919279	semapv:SemanticSimilarity	leonmap	
icd10:N37.8	Other urethral disorders in diseases classified elsewhere	skos:closeMatch	mesh:D014522	Urethral Diseases	0.902545	semapv:SemanticSimilarity	leonmap	
icd10:N51.0	Disorders of prostate in diseases classified elsewhere	skos:closeMatch	mesh:D011469	Prostatic Diseases	0.909823	semapv:SemanticSimilarity	leonmap	
icd10:N60.0	Solitary cyst of breast	skos:closeMatch	mesh:D047688	Breast Cyst	0.909971	semapv:SemanticSimilarity	leonmap	
icd10:N76.0	Acute vaginitis	skos:closeMatch	mesh:D014627	Vaginitis	0.926864	semapv:SemanticSimilarity	leonmap	
icd10:N85.7	Haematometra	skos:closeMatch	mesh:D006409	Hematometra	0.923074	semapv:SemanticSimilarity	leonmap	
icd10:N92.0	Excessive and frequent menstruation with regular cycle	skos:closeMatch	mesh:D008595	Menorrhagia	0.907912	semapv:SemanticSimilarity	leonmap	
icd10:N95.2	Postmenopausal atrophic vaginitis	skos:closeMatch	mesh:D059268	Atrophic Vaginitis	0.909536	semapv:SemanticSimilarity	leonmap	
icd10:P22.9	Respiratory distress of newborn, unspecified	skos:closeMatch	mesh:C566881	Respiratory Distress Syndrome In Premature Infants	0.902829	semapv:SemanticSimilarity	leonmap	
icd10:Q04.0	Congenital malformations of corpus callosum	skos:closeMatch	mesh:C536111	Partial agenesis of corpus callosum	0.916819	semapv:SemanticSimilarity	leonmap	
icd10:Q05.9	Spina bifida, unspecified	skos:closeMatch	mesh:C564459	Spina Bifida, X-Linked	0.904207	semapv:SemanticSimilarity	leonmap	
icd10:Q10.0	Congenital ptosis	skos:closeMatch	mesh:C566737	Ptosis, Hereditary Congenital 1	0.910979	semapv:SemanticSimilarity	leonmap	
icd10:Q10.4	Absence and agenesis of lacrimal apparatus	skos:closeMatch	mesh:C566703	Lacrimal Puncta, Absence of	0.905901	semapv:SemanticSimilarity	leonmap	
icd10:Q12.3	Congenital aphakia	skos:closeMatch	mesh:C537786	Aphakia, congenital primary	0.951301	semapv:SemanticSimilarity	leonmap	
icd10:Q20.0	Common arterial trunk	skos:closeMatch	mesh:D014338	Truncus Arteriosus	0.90846	semapv:SemanticSimilarity	leonmap	
icd10:Q30.1	Agenesis and underdevelopment of nose	skos:closeMatch	mesh:C537438	Arrhinia	0.914286	semapv:SemanticSimilarity	leonmap	
icd10:Q33.0	Congenital cystic lung	skos:closeMatch	mesh:C563237	Cystic Disease Of Lung	0.924466	semapv:SemanticSimilarity	leonmap	
icd10:Q40.0	Congenital hypertrophic pyloric stenosis	skos:closeMatch	mesh:C567435	Pyloric Stenosis, Infantile Hypertrophic, 3	0.900088	semapv:SemanticSimilarity	leonmap	
icd10:Q41.9	Congenital absence, atresia and stenosis of small intestine, part unspecified	skos:closeMatch	mesh:C538260	Atresia of small intestine	0.925956	semapv:SemanticSimilarity	leonmap	
icd10:Q44.0	Agenesis, aplasia and hypoplasia of gallbladder	skos:closeMatch	mesh:C562564	Gallbladder, Agenesis Of	0.924936	semapv:SemanticSimilarity	leonmap	
icd10:Q45.0	Agenesis, aplasia and hypoplasia of pancreas	skos:closeMatch	mesh:C564908	Pancreatic Agenesis, Congenital	0.919525	semapv:SemanticSimilarity	leonmap	
icd10:Q45.9	Congenital malformation of digestive system, unspecified	skos:closeMatch	mesh:D004065	Digestive System Abnormalities	0.900715	semapv:SemanticSimilarity	leonmap	
icd10:Q52.0	Congenital absence of vagina	skos:closeMatch	mesh:C536523	Vagina, absence of	0.939367	semapv:SemanticSimilarity	leonmap	
icd10:Q54.9	Hypospadias, unspecified	skos:closeMatch	mesh:C567191	Hypospadias 3, Autosomal	0.901725	semapv:SemanticSimilarity	leonmap	
icd10:Q62.5	Duplication of ureter	skos:closeMatch	mesh:C566012	Ureter, Bifid Or Double	0.902233	semapv:SemanticSimilarity	leonmap	
icd10:Q64.6	Congenital diverticulum of bladder	skos:closeMatch	mesh:C562406	Bladder Diverticulum	0.907703	semapv:SemanticSimilarity	leonmap	
icd10:Q65-Q79	Congenital malformations and deformations of the musculoskeletal system	skos:closeMatch	mesh:D009139	Musculoskeletal Abnormalities	0.910609	semapv:SemanticSimilarity	leonmap	
icd10:Q81.8	Other epidermolysis bullosa	skos:closeMatch	mesh:C564368	Epidermolysis Bullosa Simplex Superficialis	0.921601	semapv:SemanticSimilarity	leonmap	
icd10:Q82.9	Congenital malformation of skin, unspecified	skos:closeMatch	mesh:D012868	Skin Abnormalities	0.916225	semapv:SemanticSimilarity	leonmap	
icd10:R02	Gangrene, not elsewhere classified	skos:closeMatch	mesh:D005734	Gangrene	0.924032	semapv:SemanticSimilarity	leonmap	
icd10:R16.0	Hepatomegaly, not elsewhere classified	skos:closeMatch	mesh:D006529	Hepatomegaly	0.913777	semapv:SemanticSimilarity	leonmap	
icd10:R50.9	Fever, unspecified	skos:closeMatch	mesh:D005334	Fever	0.950693	semapv:SemanticSimilarity	leonmap	
icd10:R52.1	Chronic intractable pain	skos:closeMatch	mesh:D010148	Intractable Pain	0.905732	semapv:SemanticSimilarity	leonmap	
icd10:R54	Senility	skos:closeMatch	mesh:C000841	Senilex	0.913491	semapv:SemanticSimilarity	leonmap	
icd10:R57.9	Shock, unspecified	skos:closeMatch	mesh:D012769	Shock	0.916102	semapv:SemanticSimilarity	leonmap	
icd10:S02.6	Fracture of mandible	skos:closeMatch	mesh:D008337	Mandibular Fractures	0.915731	semapv:SemanticSimilarity	leonmap	
icd10:S10.9	Superficial injury of neck, part unspecified	skos:closeMatch	mesh:D019838	Neck Injuries	0.903457	semapv:SemanticSimilarity	leonmap	
icd10:S22.3	Fracture of rib	skos:closeMatch	mesh:D012253	Rib Fractures	0.90142	semapv:SemanticSimilarity	leonmap	
icd10:S36.9	Injury of unspecified intra-abdominal organ	skos:closeMatch	mesh:D000007	Abdominal Injuries	0.907283	semapv:SemanticSimilarity	leonmap	
icd10:S59	Other and unspecified injuries of forearm	skos:closeMatch	mesh:D005543	Forearm Injuries	0.916459	semapv:SemanticSimilarity	leonmap	
icd10:S72.9	Fracture of femur, part unspecified	skos:closeMatch	mesh:D005264	Femoral Fractures	0.916549	semapv:SemanticSimilarity	leonmap	
icd10:S89	Other and unspecified injuries of lower leg	skos:closeMatch	mesh:D007869	Leg Injuries	0.923438	semapv:SemanticSimilarity	leonmap	
icd10:T05.6	Traumatic amputation of upper and lower limbs, any combination [any level]	skos:closeMatch	mesh:D000673	Amputation, Traumatic	0.902035	semapv:SemanticSimilarity	leonmap	
icd10:T05.9	Multiple traumatic amputations, unspecified	skos:closeMatch	mesh:D000092283	Multiple Amputations, Traumatic	0.903097	semapv:SemanticSimilarity	leonmap	
icd10:T11.9	Unspecified injury of upper limb, level unspecified	skos:closeMatch	mesh:D001134	Arm Injuries	0.911137	semapv:SemanticSimilarity	leonmap	
icd10:T39.2	Pyrazolone derivatives	skos:closeMatch	mesh:C038362	pyrazolone	0.9453	semapv:SemanticSimilarity	leonmap	
icd10:T40.7	Cannabis (derivatives)	skos:closeMatch	mesh:C523881	cannabiscitrin	0.910659	semapv:SemanticSimilarity	leonmap	
icd10:T41.4	Anaesthetic, unspecified	skos:closeMatch	mesh:C078186	NUM anaesthetic	0.910311	semapv:SemanticSimilarity	leonmap	
icd10:T45.4	Iron and its compounds	skos:closeMatch	mesh:D058085	Iron Compounds	0.918325	semapv:SemanticSimilarity	leonmap	
icd10:T56.1	Mercury and its compounds	skos:closeMatch	mesh:D017669	Mercury Compounds	0.909351	semapv:SemanticSimilarity	leonmap	
icd10:T56.2	Chromium and its compounds	skos:closeMatch	mesh:D017608	Chromium Compounds	0.920908	semapv:SemanticSimilarity	leonmap	
icd10:T56.3	Cadmium and its compounds	skos:closeMatch	mesh:D019187	Cadmium Compounds	0.903476	semapv:SemanticSimilarity	leonmap	
icd10:T56.5	Zinc and its compounds	skos:closeMatch	mesh:D017967	Zinc Compounds	0.910898	semapv:SemanticSimilarity	leonmap	
icd10:T56.6	Tin and its compounds	skos:closeMatch	mesh:D017971	Tin Compounds	0.905667	semapv:SemanticSimilarity	leonmap	
icd10:T57.0	Arsenic and its compounds	skos:closeMatch	mesh:D001152	Arsenicals	0.930332	semapv:SemanticSimilarity	leonmap	
icd10:T57.1	Phosphorus and its compounds	skos:closeMatch	mesh:D017553	Phosphorus Compounds	0.918537	semapv:SemanticSimilarity	leonmap	
icd10:T57.2	Manganese and its compounds	skos:closeMatch	mesh:D017895	Manganese Compounds	0.93029	semapv:SemanticSimilarity	leonmap	
icd10:T63.2	Venom of scorpion	skos:closeMatch	mesh:C407873	scorpine	0.936933	semapv:SemanticSimilarity	leonmap	
icd10:T81.1	Shock during or resulting from a procedure, not elsewhere classified	skos:closeMatch	mesh:D012773	Shock, Surgical	0.90634	semapv:SemanticSimilarity	leonmap	
icd10:U84.2	Resistance to antiviral drug(s)	skos:closeMatch	mesh:D024882	Drug Resistance, Viral	0.908507	semapv:SemanticSimilarity	leonmap	
icd10:W78	Inhalation of gastric contents	skos:closeMatch	mesh:D063466	Respiratory Aspiration of Gastric Contents	0.904387	semapv:SemanticSimilarity	leonmap	
icd10:X	Diseases of the respiratory system	skos:closeMatch	mesh:D012818	Signs and Symptoms, Respiratory	0.912769	semapv:SemanticSimilarity	leonmap	
icd10:Y46.1	Oxazolidinediones	skos:closeMatch	mesh:C000731418	oxadiazolone	0.929017	semapv:SemanticSimilarity	leonmap	
icd10:Y57.9	Drug or medicament, unspecified	skos:closeMatch	mesh:D	Chemicals and Drugs	0.903533	semapv:SemanticSimilarity	leonmap	
icd10:Z64.0	Problems related to unwanted pregnancy	skos:closeMatch	mesh:D011275	Pregnancy, Unwanted	0.900277	semapv:SemanticSimilarity	leonmap	
